"基金经理","年化Alpha","最大回撤","波动率","夏普Sharp","重仓股集中度","重行业集中度","总交易日","任职时间","规模中间值","规模最大值","成长Alpha","成长天数","价值Alpha","价值天数","牛市Alpha","牛市天数","熊市Alpha","熊市天数"
"余志勇",-0.14980799992305469,-0.3859,0.1576946861732448,-0.9499876220209111,28.91372909148534,70.6415590286255,575,"20120810-20141224",2313372420.52,2670257060.12,-0.06390228079922211,417,-0.37653385356000546,158,-0.19551813604714113,500,nan,75
"余明元",-0.053017493256217664,-0.5386,0.38391245707074634,-0.13809787174071236,33.94170182943344,nan,673,"20060120-20081030",470925153.42,7798379303.19,-0.48150225388104767,334,0.369147433141108,339,-0.3651056559410782,480,0.7231603206750423,193
"余洋",-0.23277097264736227,-0.5193,0.279827963453596,-0.8318359958545128,42.66979846954346,nan,575,"20081218-20110504",12654062371.02,14330980323.49,-0.2941989610118907,451,-0.00935143432153821,124,-0.4616583578127225,251,-0.05545389339888891,324
"余荣权",-0.10572414079565821,-0.3752,0.22903922169080151,-0.46159841102841215,36.882998033003375,nan,922,"20060428-20110127",6063329897.26,8910826760.46,-0.20925895528804153,633,0.12104934561845465,289,-0.23464857108905324,517,0.05885346528257672,405
"余述胜",-0.014383418813317794,-0.2939,0.2570074362810705,-0.055964990824575546,42.71731597185135,75.55863785743713,1122,"20090701-20140218",2234319863.46,3772511635.56,-0.07581879201367331,569,0.04882946970567371,553,-0.10686915034861269,412,0.039284357795895675,710
"佟巍",-0.0197738902523686,-0.1931,0.19325804311392286,-0.10231858883468138,31.93532343705495,71.67209829224481,704,"20150227-20180116",1990240712.97,2720961050.1,nan,78,0.047059283206095204,626,-0.11301127558178264,548,0.3077523094945476,156
"侯斌",-0.03219439811296418,-0.4059,0.31001402832804714,-0.10384819773025586,33.78719274261419,48.454147803121145,1546,"20110831-20180116",213449727.15,406512246.3,-0.09444992370937942,529,0.000188269576813136,1017,-0.10458806864230337,1087,0.13924769309703902,459
"侯春燕",-0.0007624093307433361,-0.2199,0.22668232337617517,-0.003363338258529015,52.35663076241811,68.63089899222057,511,"20151209-20180116",3608288004.15,4216284825.72,nan,0,-0.0007624093307433361,511,-0.09599082538792944,476,nan,35
"侯清濯",-0.0306825976680406,-0.5952,0.4595581448561972,-0.06676543112437199,38.132067388958404,nan,669,"20071218-20100911",7383415065.0,11040403221.28,-0.38138017508943994,507,1.066870931669302,162,-0.7113783920500825,302,0.5294539960741302,367
"侯燕琳",0.07142204334437519,-0.1238,0.14593827144704657,0.4893989947680759,32.43531735738119,nan,401,"20101215-20120807",347196862.97,708812476.15,nan,0,0.07142204334437519,401,nan,0,0.07142204334437519,401
"侯继雄",0.11268939165398624,-0.163,0.1952944195407325,0.5770231014229398,27.540589809417725,nan,334,"20071025-20090309",9082368189.08,13239525530.39,-0.3248630706982846,170,0.5662498709215841,164,-0.3195597199378264,140,0.4246217402253973,194
"俞岱曦",-0.022175123098391526,-0.4368,0.2741176250324105,-0.08089637831850335,34.373388489087425,nan,851,"20080403-20110926",10806397015.77,15341496052.91,-0.2509352348674634,479,0.2723842681311388,372,-0.3969254212165011,284,0.1655304935956878,567
"俞忠华",-0.06996961509112395,-0.283,0.2193636466320365,-0.3189663199230633,31.086960477488383,55.89385187625885,613,"20120710-20150117",1794933723.175,3229266638.76,0.014922667078129313,427,-0.26485673598505466,186,-0.13249935650508052,515,nan,98
"俞诚",0.09098224184732855,-0.0574,0.05429942199957493,1.6755655676784327,nan,nan,124,"20170712-20180116",204145211.17,211253599.82,nan,0,0.09098224184732855,124,0.09098224184732855,124,nan,0
"倪健",nan,-0.0815,0.08697082704108976,nan,nan,nan,42,"20171110-20180116",2211630809.99,2324842664.46,nan,0,nan,42,nan,42,nan,0
"倪文昊",-0.18978425981497088,-0.5438,0.2975881408297292,-0.6377413403834518,39.053134334087375,66.36118154525757,646,"20130511-20151231",3912281670.43,4500167293.91,-0.24324628427476258,469,-0.048124997263320236,177,-0.3072415756920614,508,0.2425948450079417,138
