"基金经理","年化Alpha","最大回撤","波动率","夏普Sharp","重仓股集中度","重行业集中度","总交易日","任职时间","规模中间值","规模最大值","成长Alpha","成长天数","价值Alpha","价值天数","牛市Alpha","牛市天数","熊市Alpha","熊市天数"
"孔学兵",0.10135775485263147,-0.4153,0.4808225508033213,0.21080075109474533,47.19190142371438,77.64149258136749,1058,"20110921-20160129",327774259.46,2752116635.57,0.3253680149344266,529,-0.12265250522916374,529,0.1676667396962455,613,0.010015265618619436,445
"孔庆卿",-0.045054525605982054,-0.377,0.3002980001538462,-0.15003271944168822,29.758539644877114,69.74455067316691,993,"20130830-20170922",66543862.24,94007377.11,0.007284649043261006,393,-0.07933668500123615,600,-0.036593242259611546,837,-0.09045256509900805,156
"孔晓语",-0.04564136151018318,-0.0505,0.043387687697147015,-1.051942703855692,32.63941562175751,64.8544408082962,139,"20170621-20180116",2051485868.995,2241573410.525,nan,0,-0.04564136151018318,139,-0.04564136151018318,139,nan,0
"孔祥鹏",0.2135755960840018,-0.0516,0.06872212007897377,3.1078144247960626,45.02165651321411,82.73985290527344,134,"20170628-20180116",129671642.38,141691345.41,nan,0,0.2135755960840018,134,0.2135755960840018,134,nan,0
"孔雪梅",-0.08954928151814623,-0.2587,0.13153956030508562,-0.680778324866303,34.37162603934606,63.60757319132487,390,"20131112-20150615",311378073.435,738622922.67,0.0034711205472103507,345,nan,45,-0.10675407857993376,387,nan,3
"孙伟",-0.03706718578641388,-0.136,0.1025921955917344,-0.3613060971413726,41.2525786558787,49.28895171483358,373,"20160704-20180116",188145382.67,216916234.69,nan,0,-0.03706718578641388,373,-0.03706718578641388,373,nan,0
"孙占军",-0.000979762930549432,-0.1829,0.1907089874882695,-0.005137476442266241,48.981813771384104,55.94478893280029,860,"20100601-20131219",596367385.46,7187972499.02,-0.09012171919127644,307,0.04850772454149975,553,-0.10316616310174342,252,0.0413738108246165,608
"孙庆瑞",-0.0020961638910036258,-0.5416,0.5575991362833174,-0.003759266746673295,26.459447209040324,nan,1672,"20061011-20130823",2484428189.11,5562097583.515,-0.2787631976383738,795,0.2487023444660768,877,-0.37530011911210814,768,0.314962063553474,904
"孙延群",0.044083410714604435,-0.4,0.3540914630294509,0.12449724242840014,43.77331420779228,nan,989,"20040625-20090705",7815077769.305,15747272805.04,-0.29267372842404005,539,0.4474436284828919,450,-0.05275700841818129,795,0.4409294581917417,194
"孙建冬",-0.06270958767393245,-0.5172,0.4054574386925216,-0.1546637986866193,27.941973945498468,nan,1124,"20050630-20100204",11269288777.25,28097897501.86,-0.3101178461790865,757,0.44761207905195866,367,-0.2518932797380412,903,0.7102898418911832,221
"孙建波",0.08133874873112791,-0.3719,0.3763808860585736,0.21610754356550857,38.36628840366999,nan,1007,"20080519-20130201",7274983431.61,12644904463.77,-0.14488432431608492,336,0.19461885684418806,671,-0.6868742465147815,184,0.2530898922611975,823
"孙彬",-0.024737582407572328,-0.3323,0.25313241533000036,-0.09772585773071678,26.03369515389204,67.57219650745392,1458,"20120112-20180116",4013641771.98,6598287458.73,0.00281148750725845,529,-0.04042483535153948,929,-0.09234119518145967,1087,0.1733355364205019,371
"孙志洪",-0.5130599753580687,-0.421,0.13664626587721998,-3.754657853724782,27.287574768066406,nan,251,"20060511-20070522",2943257634.165,3428398743.67,-0.7144334056720845,172,nan,79,-0.5130599753580687,251,nan,0
"孙振峰",-0.06397001222757266,-0.5339,0.3563426299472202,-0.1795182693607206,33.65017641674388,66.36348672707875,1700,"20090716-20170601",1060522908.71,15030394930.94,-0.09769477321401374,841,-0.030951940062733288,859,-0.1790574797895198,1047,0.12055767312826,653
"孙文龙",-0.037018195551233146,-0.2133,0.18253859343214895,-0.2027965421186019,53.37383065223694,71.38440248966216,493,"20160105-20180116",1101901837.66,1323050485.45,nan,0,-0.037018195551233146,493,-0.10185204388004467,476,nan,17
"孙晟",0.01120602489364967,-0.0866,0.09900970733092386,0.113181072803249,41.909353494644165,59.12500863075256,437,"20160330-20180116",97376841.01,114056224.76,nan,0,0.01120602489364967,437,0.01120602489364967,437,nan,0
"孙晨进",-0.0973477257380796,-0.1217,0.06114079024229147,-1.5921895244125182,10.44713619351387,56.555280923843384,260,"20161219-20180116",222595121.46,741882470.63,nan,0,-0.0973477257380796,260,-0.0973477257380796,260,nan,0
"孙林",-0.09635127280758875,-0.3984,0.20564633013570827,-0.46852901651104345,50.52278883457184,nan,552,"20030124-20070417",2784301705.04,7599923699.125,-0.41796003890753297,336,0.40392903001454694,216,-0.09635127280758875,552,nan,0
"孙海波",0.007521145779264712,-0.1932,0.27010315284572906,0.027845457189314842,45.35625912745794,55.508078734079994,434,"20150110-20170601",1087601504.39,1951610524.55,nan,107,0.08286553253407733,327,-0.1341177683969449,278,0.2599289543753307,156
"孙琳",-0.11074898815818911,-0.44,0.29170355166340844,-0.37966280330374724,38.18319557110469,65.0579313192612,965,"20140128-20180116",572995926.88,1725679482.8274999,-0.33903946466218204,294,-0.010723056575217795,671,-0.18864683374241079,809,0.2932212495189587,156
"孙芳",0.08836316638919746,-0.2843,0.32924355359859003,0.26838237354505295,31.0615875310368,71.93908723725212,1245,"20121128-20180116",812143714.4366666,3154765750.2166667,0.24898304685116207,529,-0.030307108421388045,716,0.09113500138282321,1087,0.06929364336343058,158
"孙萌",-0.030591231377106697,-0.2613,0.21611885880806536,-0.14154818115282894,16.697633494933445,46.940014600753784,525,"20151119-20180116",6091983503.44,11186038009.56,nan,0,-0.030591231377106697,525,-0.13276160970278678,476,nan,49
"孙蓓琳",-0.05455643790503058,-0.4506,0.3210729131875674,-0.16991915438584282,43.33991417090098,68.84110811778477,1185,"20120728-20170615",1207182411.76,1809599699.64,-0.10899379835358669,529,-0.01065801766526507,656,-0.1558338711158824,945,0.3442234553626981,240
"孙轶佳",-0.015308644053834274,-0.1522,0.12777629624636994,-0.11980816867877546,24.035375952720642,67.3936517238617,525,"20151119-20180116",6801045739.7,8411922649.18,nan,0,-0.015308644053834274,525,-0.0734062393111577,476,nan,49
"孙远慧",-0.04523803301971058,-0.138,0.09487902904486001,-0.47679696425140966,38.141641330719,72.36951456069946,442,"20160323-20180116",229634027.8,390327606.2,nan,0,-0.04523803301971058,442,-0.04523803301971058,442,nan,0
"孙陶然",nan,-0.0251,0.03811725812964487,nan,nan,nan,46,"20171106-20180116",2074549141.73,2160947402.28,nan,0,nan,46,nan,46,nan,0
"孟亮",-0.08898629009643534,-0.4121,0.2673427618026154,-0.3328546824923419,45.13684281936059,75.12989413758511,982,"20130615-20180116",776157443.78,2997634333.24,-0.1502877537902847,380,-0.05029101401061666,602,-0.12304419295230412,901,nan,81
"季文华",0.08855136470098648,-0.0538,0.09191586271879894,0.963395893610817,46.936761140823364,73.54739910364151,310,"20161010-20180116",667117697.62,2486722389.145,nan,0,0.08855136470098648,310,0.08855136470098648,310,nan,0
"季新星",0.19539676657046906,-0.0298,0.0909065121108787,2.1494254045534555,47.190826535224915,81.82355117797852,242,"20170113-20180116",122463449.45,525651549.90999997,nan,0,0.19539676657046906,242,0.19539676657046906,242,nan,0
"季鹏",-0.03482292515808767,-0.2192,0.22272574938880318,-0.15634889658536394,26.384003959596157,59.68363982439041,649,"20150507-20171227",1767567683.7649999,3246170252.6549997,nan,31,-0.014368460144497183,618,-0.1353770799118419,493,0.28295398698037943,156
"宁冬莉",0.06882728578246036,-0.1315,0.16604674037980272,0.41450549179724966,32.06160195668539,nan,545,"20110603-20130831",1631142456.23,1888549119.88,0.17345325632848305,137,0.03369552606480075,408,-0.014612203109744884,180,0.10997552687998616,365
"安昀",-0.1098818340062273,-0.4883,0.30098681007906913,-0.36507192450513487,60.105159878730774,75.62255244595664,905,"20111020-20180116",897210200.22,4132006731.15,-0.07241435073294397,495,-0.15511696625080107,410,-0.19176136364868543,632,0.07967077674114788,273
"宋争林",-0.2813790897118682,-0.343,0.1377151194880772,-2.0431967873812784,44.737842420736946,72.61868892113368,258,"20131129-20141217",857852778.5733333,1400488673.22,-0.14517041980159914,223,nan,35,-0.2813790897118682,258,nan,0
"宋向宇",-0.19163514036459983,-0.1185,0.05837900747175269,-3.2826036046831484,47.48993968963623,68.14187812805176,154,"20140108-20140822",130223559.97,149548802.29,-0.19163514036459983,154,nan,0,-0.19163514036459983,154,nan,0
"宋小龙",0.010754129493105441,-0.501,0.47007008873387257,0.022877714942619608,51.83011746406556,73.0300050444073,2133,"20070615-20160722",4754893232.77,11201393826.42,-0.18370231688741667,1098,0.21704705521852893,1035,-0.22128700412442176,1114,0.2644281460288514,1019
"宋昆",-0.012783815914777811,-0.4005,0.39857725484967305,-0.03207362125969617,46.57196593284607,78.87851750055948,1780,"20100911-20180116",5751167507.45,11472488709.33,0.04260708175276721,556,-0.03794504067225752,1224,-0.10095532904712588,1087,0.1255169557661201,693
"宋永安",0.03976639371156427,-0.0681,0.09356124547532862,0.42503061507502443,19.874115099509556,58.15863656997681,516,"20151202-20180116",280408077.1,324424021.92,nan,0,0.03976639371156427,516,0.0422375809224418,476,nan,40
"宋炳山",0.3967683064722832,-0.1516,0.25912147345631054,1.531205813165387,43.64598226547241,nan,194,"20070912-20080701",2482192069.36,3015214560.29,nan,91,nan,103,nan,82,nan,112
"宋炳珅",-0.08793323245454879,-0.4659,0.3426074320915571,-0.2566588585592908,35.548380763102806,65.45899246289179,971,"20140120-20180116",3088919670.1733336,4767092251.67,-0.3467763483119252,300,0.027793943040552067,671,-0.19668457784702967,815,0.48022283482026856,156
"宋磊",0.07057702964189341,-0.0892,0.09049638488380735,0.7798878345528459,45.09751943747202,70.81921084721883,373,"20160704-20180116",123618376.465,151727870.385,nan,0,0.07057702964189341,373,0.07057702964189341,373,nan,0
"尚志民",-0.005436344405763575,-0.4237,0.3862568705991333,-0.014074427717832221,45.0362343447549,77.17874797185262,2054,"20060906-20150217",8048764980.44,16987456274.58,-0.13577160182635462,1112,0.14842013781472121,942,-0.13536393707354136,1150,0.15984765069152032,904
"尚烁徽",0.19811304106641348,-0.0785,0.12329056148219099,1.6068792183660419,27.184108018875122,45.27138090133667,197,"20170324-20180116",110739418.48,260735678.06,nan,0,0.19811304106641348,197,0.19811304106641348,197,nan,0
"尚鹏岳",-0.036404202072168344,-0.4006,0.29177715382868447,-0.12476714367274586,60.850369135538735,80.89032629558018,1132,"20101014-20150609",1501169242.9199998,2859025197.41,-0.06769099754809016,534,-0.008465826178953789,598,-0.18571244557199426,610,0.13807477979544452,522
"尹哲",-0.10709104780711227,-0.3336,0.2684261277833525,-0.3989591054025328,52.69368386268616,73.20006176332633,218,"20141022-20150908",78818467.03,136603282.98,nan,118,nan,100,0.02363836717446654,157,nan,61
"岑伟昌",-0.025606245225281543,-0.1437,0.09537013210764869,-0.26849333915547674,43.086310148239136,nan,128,"20050615-20051216",1361949253.48,1361949253.48,nan,95,nan,33,-0.025606245225281543,128,nan,0
"岳爱民",-0.06791532131806836,-0.5484,0.45657406115511673,-0.14874984607370145,31.216192940870922,nan,781,"20060429-20090714",2737232041.9900002,6378515515.18,-0.5499377945738033,436,0.5412493115500492,345,-0.43676041842661034,587,1.0481262869433445,194
"崔同魁",-0.05406409675726213,-0.3535,0.19693561116587913,-0.2745267675927025,29.63023180621011,63.545699656009674,602,"20120716-20150107",4471863662.98,6105707049.225,0.04102566129766527,420,-0.2735019999609408,182,-0.07199991212737869,508,nan,94
"崔建波",0.06202536248748177,-0.2289,0.29902603693530816,0.20742462135797377,27.96676369839244,55.52790345085992,1818,"20100721-20180116",961580515.135,4076982379.84,0.09738851132006827,594,0.044863834377549885,1224,-0.0011992894767168826,1087,0.15604067943014086,731
"崔海峰",-0.006637412167901642,-0.5778,0.7921236252349461,-0.008379262979226212,32.52340427041054,nan,1032,"20031205-20100604",10636875538.29,16093610641.94,-0.19143178489795282,731,0.44214892160507974,301,-0.08760339378461955,834,0.33440111646009196,198
"崔海鸿",-0.07336200287210011,-0.3791,0.23853764276774164,-0.30754895546415256,51.851264317830406,nan,531,"20051020-20080628",297387558.56,7825985001.04,-0.08976980063786781,312,-0.04998651016470511,219,-0.2132906345006355,421,nan,110
"崔莹",0.16727992658031896,-0.1135,0.18212588081672126,0.9184852028178124,41.437101781368256,67.58754028379917,627,"20150618-20180116",2480465949.13,3460833131.84,nan,1,0.16754714691031947,626,0.006656099257788997,476,0.6736172895308109,151
"左金保",0.1500168159968101,-0.2175,0.17793169010881382,0.8431146576816506,9.77655730203346,61.19225835800171,694,"20150313-20180116",4320587858.84,10944075260.87,nan,68,0.0933597419662856,626,0.04663149224914885,538,0.5065636376393863,156
"巩伟",-0.179929588870303,-0.3174,0.19895273622144666,-0.9043835852050321,40.96420683179583,65.11303503172738,369,"20131226-20150701",362976828.02,421675426.6,-0.09787871891918862,316,nan,53,-0.12012482684166109,355,nan,14
"巩怀志",-0.05047244884179234,-0.5876,0.5207942995845769,-0.09691436500371223,32.43087683705723,nan,1860,"20051029-20130628",11762587070.08,25596022513.525,-0.29003258261698206,962,0.2061610129530086,898,-0.35113267623104183,956,0.26748239339728075,904
"巩显峰",-0.11921419179211312,-0.2314,0.09250585357750027,-1.2887205207207448,37.70123209953308,78.53722076416015,438,"20160329-20180116",42720057.28,60689997.42,nan,0,-0.11921419179211312,438,-0.11921419179211312,438,nan,0
"帅虎",0.23704532847517448,-0.2635,0.2703873346976646,0.8766879881420048,49.367792224884035,75.09250297546387,296,"20141230-20160318",629505009.37,851992620.18,nan,112,0.022767265683854957,184,0.46245912329409833,140,0.03475089722742226,156
"常昊",-0.4336959286894672,-0.257,0.09025952448581058,-4.804987962878612,nan,nan,146,"20021102-20070424",420522921.14,458654265.23,nan,74,nan,72,-0.4336959286894672,146,nan,0
"常松",-0.08963951836301626,-0.1552,0.07394394315361189,-1.212263162336342,21.829832673072815,64.79239344596863,365,"20160714-20180116",1766523957.42,2312297528.86,nan,0,-0.08963951836301626,365,-0.08963951836301626,365,nan,0
"常永涛",-0.11027442214102223,-0.548,0.4610484500829856,-0.23918185197493577,32.215924305575236,nan,936,"20051110-20090910",4125640474.5699997,9380915377.57,-0.4734397596927087,591,0.5118435908823018,345,-0.3724764278194181,742,0.8925806717423265,194
"庄波",0.12041228860113817,-0.1201,0.2389648906325881,0.5038911292884182,40.31356511797224,59.972066913332256,637,"20150604-20180116",4241371310.13,7265019126.15,nan,11,0.10318961497030714,626,-0.018885750380240426,481,0.5499145754603886,156
"庄涛",0.0832268664562444,-0.2729,0.3008752990927539,0.27661581627738474,35.2984983812679,nan,732,"20080923-20110924",2132675442.55,12644904463.77,-0.028196747090302628,479,0.29418303597717754,253,-0.2069905292700201,284,0.2672039655327156,448
"庄腾飞",0.07476611306758703,-0.1925,0.19280530092796572,0.38778038107738805,34.44059852759043,64.78220533331235,501,"20151223-20180116",115588156.9,158790355.745,nan,0,0.07476611306758703,501,-0.02279106727251384,476,nan,25
"应帅",-0.11189327616690885,-0.8744,0.8738924964798449,-0.1280400925944894,28.970572872956595,56.89524567921956,2600,"20070514-20180116",8448014381.59,37762076093.58,-0.4071310388917034,1110,0.10804894975558835,1490,-0.3249184299701294,1540,0.19759609822644872,1060
"庞良永",-0.17726473469665086,-0.5595,0.4080248854746782,-0.434445890452071,28.88749599456787,nan,627,"20061010-20090505",2029401069.32,5176097061.62,-0.7430188928396204,302,0.34845143687004737,325,-0.5742863697588316,433,0.7088711827359485,194
"庞飒",-0.006582378170627315,-0.4516,0.4507291413555514,-0.014603844230774725,35.71616789102554,nan,1679,"20050825-20130305",5872119421.15,24042461126.245,-0.34984629000250356,781,0.29195783913527074,898,-0.21119740496689735,923,0.24323199978301968,756
"康平",0.03617119882438587,-0.2012,0.16268845168053161,0.22233415126117617,39.186949014663696,nan,291,"20120530-20130809",5577575844.99,5929708713.75,0.057224434233386794,122,0.020973005215521312,169,-0.22925832972011262,165,0.38375748620408606,126
"康晓云",-0.13005348020895877,-0.6081,0.5552328454921653,-0.23423232480722161,30.634231875340145,nan,1179,"20060419-20110223",7028204690.59,22197881937.23,-0.49541154298185386,757,0.5253400115424195,422,-0.46103657790964625,708,0.3674752526404826,471
"康赛波",-0.10737101888357732,-0.5298,0.4208204369954476,-0.2551468736884061,27.308407279161308,nan,1212,"20030425-20110421",5287071569.26,9177882109.96,-0.3941913670184971,730,0.3270249440593505,482,-0.351278925154455,702,0.22836104033633572,510
"廖京胜",-0.11535575275761241,-0.5918,0.45730541334816216,-0.25225101079174883,44.347168600559236,nan,423,"20071115-20090806",198827979.99,245617136.12,-0.775459667646587,261,0.948144999007957,162,-0.998106322605719,229,0.9266539405166992,194
"廖平",0.1717314923828245,-0.0972,0.14860877471259518,1.1555945650917852,33.96195411682129,nan,273,"20120620-20130806",81615466.76,260669145.51,nan,119,0.17538706897274078,154,-0.003920962388937356,162,nan,111
"廖志峰",0.04825015853957683,-0.1592,0.21552107176792462,0.2238767566613306,40.0582692027092,nan,793,"20100303-20130608",1757339230.54,3139935291.81,0.030670120195640766,240,0.05587983160023628,553,-0.14651046216038527,123,0.0840047202501669,670
"廖振华",-0.10168124610323921,-0.3412,0.24543619338111422,-0.4142879039251892,41.889585328102115,66.57615413665772,337,"20150114-20160531",2587452002.32,3437284720.22,nan,105,0.22491307660140455,232,-0.6055174401480949,181,0.4828979277564969,156
"开文明",-0.11670441461548238,-0.2361,0.2473768523115076,-0.4717677241220741,48.35302937030792,60.82472953796387,270,"20150312-20160415",2274191251.45,3423952275.58,nan,69,-0.08987885609042412,201,nan,114,-0.032787009450928384,156
"张一甫",-0.0020340663391183954,-0.0774,0.06504072543232438,-0.031273733889005666,36.27493870258331,66.12317955493927,241,"20170116-20180116",910099077.11,951045431.02,nan,0,-0.0020340663391183954,241,-0.0020340663391183954,241,nan,0
"张丹华",nan,-0.0051,0.008119996708963658,nan,nan,nan,6,"20171230-20180116",4867560917.08,4867560917.08,nan,0,nan,6,nan,6,nan,0
"张亚辉",0.017487461079105544,-0.1775,0.2573856958733886,0.06794262991097942,6.826904308206092,6.378520883542175,454,"20151102-20170905",1043377825.58,1569167481.84,nan,0,0.017487461079105544,454,-0.08862474254357806,392,nan,62
"张亮",-0.0378653558594023,-0.1825,0.19373950473438642,-0.19544468182322994,32.443431536356606,35.454949140548706,337,"20121026-20140321",3415577806.24,3543788644.67,0.04196330883699229,269,nan,68,-0.09230713759096003,312,nan,25
"张仲维",-0.007283488709978731,-0.3515,0.23362557995258454,-0.031175904245831942,29.857849150896072,76.32503724098206,271,"20140331-20150508",59719551.53,249550372.21,0.3125415812776975,226,nan,45,-0.007283488709978731,271,nan,0
"张伟",-0.0011433303345449344,-0.6065,0.4931084363726787,-0.002318618482691776,30.195235172907513,nan,642,"20080213-20100921",13264804304.38,23378518955.74,-0.3774876364987234,480,1.1139509101519085,162,-0.675072913559674,284,0.5334823725591324,358
"张俊生",0.11029383515330227,-0.173,0.21203456960162131,0.5201691184627419,36.73149852752685,74.05069017410278,713,"20110613-20150214",268101019.08999997,837575830.39,0.10977956685676372,265,0.1105980340340674,448,0.16679584900758623,353,0.054890471568407255,360
"张光成",0.02507890204186322,-0.3148,0.2793458348305219,0.08977725426648477,33.20016476139426,60.30917321840922,1510,"20111028-20180116",390550424.35499996,2717409798.16,0.09691282957779654,529,-0.013657232174761277,981,-0.009753713440504139,1087,0.11458966570458991,423
"张冰",-0.08614806928727738,-0.6178,0.4859146378101058,-0.17729054155586854,35.87565318412251,nan,1596,"20040601-20110728",5443184549.73,14156459290.14,-0.3910945396631249,930,0.3396780830393568,666,-0.2734502272132167,1018,0.243737046229342,578
"张力",0.005350614365086344,-0.1475,0.12402477405616533,0.043141496574412526,32.83607182237837,nan,564,"20090827-20111221",3167208477.58,7037635659.12,-0.10752220254985415,282,0.11822343128002676,282,nan,82,0.03270457013444668,482
"张勇",-0.00922302399275148,-0.1156,0.10431851860432674,-0.08841214499732115,30.92123979330063,27.048016905784607,441,"20110222-20180116",7434162801.8,12271703035.0,nan,0,-0.00922302399275148,441,0.026989940091591953,191,-0.03688972855318993,250
"张勋",-0.13945536076402418,-0.3988,0.28007458263529766,-0.49792223004262254,33.259185791015625,73.18545945485432,465,"20150403-20170228",1425134027.84,4407457301.46,nan,53,-0.15829724889552443,412,-0.05319021361879011,309,-0.31032670991708405,156
"张卓",-0.07630467266932026,-0.7524,0.6217970122536319,-0.12271637072163265,31.38693877061208,54.329154300689694,2412,"20070829-20170729",2064283237.8,23935622063.41,-0.28044521345485096,1099,0.09456391402016791,1313,-0.31561635230921603,1352,0.22893060173930146,1060
"张原",-0.008833918738322798,-0.432,0.38407453924304413,-0.02300053202103213,34.50289984544118,66.76541452010473,1921,"20100212-20180116",5331269324.14,13295756344.34,-0.06697845724112228,697,0.024276165686882536,1224,-0.13223434788336982,1087,0.15200093315696075,834
"张发余",-0.17460837983790323,-0.2596,0.11823504858135982,-1.476790358975087,28.62713541984558,72.99683566093445,273,"20140307-20150417",115802023.53,131014757.72,-0.005496185029073861,228,nan,45,-0.17460837983790323,273,nan,0
"张君孺",-0.10541153556332171,-0.346,0.23394082667878915,-0.4505905919023544,59.720099906126656,63.09218017260233,386,"20150624-20170118",41867367.54,63653769.74,nan,0,-0.10541153556332171,386,-0.3465816283474898,238,0.2824160460760836,148
"张啸伟",-0.030045519091105626,-0.2273,0.15892270263719702,-0.18905743856934165,47.27718538329715,73.27314609005337,585,"20150818-20180116",3576484795.126667,10966769463.57,nan,0,-0.030045519091105626,585,-0.10666355253160562,476,nan,109
"张国强",-0.11983189620493012,-0.1383,0.0930244033529983,-1.2881769931939884,30.323547959327698,nan,142,"20060110-20060811",3927527378.69,7179775699.0,-0.11983189620493012,142,nan,0,-0.11983189620493012,142,nan,0
"张圣贤",nan,-0.0435,0.04459826535140195,nan,nan,nan,117,"20170721-20180116",299868507.78,634776728.47,nan,0,nan,117,nan,117,nan,0
"张坤",0.07906343468565136,-0.3631,0.3013448724576516,0.26236860790376393,62.31457245349884,80.72995478312174,1283,"20120928-20180116",1881628827.4,5314849560.64,-0.10938191087190903,529,0.2112750895927463,754,0.01799403239405409,1087,0.41774935453752,196
"张培培",-0.054570929162523,-0.168,0.11080736679651675,-0.49248466722194906,46.85197849273682,80.02315912991762,490,"20160108-20180116",90634731.46,120511635.02,nan,0,-0.054570929162523,490,-0.07402655347485754,476,nan,14
"张大军",-0.35948883119954805,-0.3158,0.14671808813682727,-2.4502011699081963,42.158557772636414,nan,246,"20060331-20070404",111903543.96,302586514.99,-0.542503355193953,167,nan,79,-0.35948883119954805,246,nan,0
"张婷",0.08815156141759414,-0.2996,0.3416541346709251,0.25801403370253395,35.23218974045345,nan,663,"20100212-20121108",655627343.11,1048415197.05,-0.14958676945030813,168,0.16883851007579123,495,nan,0,0.08815156141759414,663
"张媚钗",-0.021553855075285396,-0.2248,0.18994420858558858,-0.11347466309073204,30.715334435304005,62.80540266036987,1060,"20100604-20141022",8372158513.2,13218914043.18,-0.09015668800065209,507,0.04134241308594582,553,-0.09589078671886525,455,0.034352432359142426,605
"张学东",-0.1279640672803743,-0.3353,0.17359943888108142,-0.7371225857937932,26.50634866952896,nan,359,"20080522-20100302",3953990907.8,6597269008.1,-0.383692685115767,244,nan,115,-0.3936249770009754,209,0.2421901335969967,150
"张学军",-0.02839500689475787,-0.2249,0.15881672041689557,-0.17879104177583238,19.262086939811706,nan,452,"20040706-20061116",6148622532.17,7183910927.51,-0.15741258389884483,267,0.15780873937600548,185,-0.02839500689475787,452,nan,0
"张岗",-0.01998225399675165,-0.2772,0.1669664148740309,-0.11967828387419957,34.79415105856382,70.2351531301226,1117,"20100916-20150430",139209548.78,235268144.96,-0.05141104277729459,519,0.0072945710485691475,598,-0.07459580007328773,583,0.0396426474313767,534
"张峰",0.195371918395255,-0.0934,0.20093658332925562,0.9723063623268524,49.62990459374019,67.79325938224792,565,"20150917-20180116",603844434.535,1158067092.63,nan,0,0.195371918395255,565,0.12176635971509539,476,nan,89
"张延闽",-0.07809734973598098,-0.1284,0.08878563778159178,-0.8796169255223074,43.0466365814209,57.1300745010376,222,"20170217-20180116",2509723621.74,2520724142.64,nan,0,-0.07809734973598098,222,-0.07809734973598098,222,nan,0
"张建宏",-0.09772488660618302,-0.0935,0.07166438346648418,-1.3636465128020916,31.67656946182251,nan,155,"20090520-20100104",1022072102.91,1116906185.31,-0.09772488660618302,155,nan,0,-0.09644310622656324,151,nan,4
"张弢",-0.00676519206878497,-0.298,0.3040045741721218,-0.022253586437665385,41.57689298454084,68.12216166087559,1511,"20090116-20150410",4865052648.7,12916903793.01,-0.05142719562390307,913,0.061422783258677775,598,-0.1484921369768299,801,0.1531267556373332,710
"张志梅",nan,-0.0295,0.015379294337974869,nan,nan,nan,23,"20171207-20180116",1311971583.35,1311971583.35,nan,0,nan,23,nan,23,nan,0
"张惟",0.02372915711656218,-0.1161,0.1438585413458326,0.16494785012116756,14.311871310075125,63.18568658828735,582,"20110906-20140210",421244511.8,1295569843.59,-0.023311553677904943,240,0.05674018223548654,342,-0.052098645146350965,283,0.09549928434199505,299
"张惟闵",0.021839031391552695,-0.3184,0.18373459387851193,0.11886183723242118,37.52659809589386,nan,466,"20040409-20071122",5475619793.87,17400083498.61,-0.40542357452066247,225,0.42073565516851713,241,0.021839031391552695,466,nan,0
"张惠萍",0.06459564818332761,-0.1572,0.16917967498716566,0.38181683578850695,40.8804817540305,nan,682,"20100422-20130207",1687464955.58,3325573826.44,0.0782543871741452,129,0.06140943239704283,553,nan,47,0.058593028155539205,635
"张慎平",0.0006742954950089942,-0.4733,0.3867817977046403,0.0017433485727886015,28.04017359390855,70.86355157693227,1447,"20080114-20140613",6730531860.42,12732980096.8,-0.1506524764364982,842,0.21128114172034665,605,-0.2522066875567545,653,0.20864820221138403,794
"张慧",-0.08343815047131446,-0.4307,0.27439856056068385,-0.3040764875035193,35.484559535980225,69.52156043847403,1053,"20130916-20180116",2299109558.16,5208691873.89,-0.1729386073036576,382,-0.032485580411768425,671,-0.14972002182832145,897,0.2976826098314775,156
"张戈",-0.23651654032201203,-0.3462,0.16025718805507688,-1.4758560485956267,48.57261943817139,64.0771731376648,332,"20140726-20151204",3224765791.62,3265057194.42,-0.3787157138860209,174,-0.07991745044772341,158,-0.45646421033949486,213,nan,119
"张敏",-0.1554123271684601,-0.3202,0.2725587652314238,-0.570197502312952,42.43325968583425,nan,381,"20090826-20110324",15692307900.61,17388709851.43,-0.19617246012398964,283,nan,98,nan,83,-0.07145787414733652,298
"张文洁",0.005969637886025201,-0.1802,0.1744548387857165,0.03421881518206399,30.614943966269493,44.0187177998679,544,"20121231-20150403",77227218.47,322255126.68,0.04183155026016601,477,nan,67,0.005969637886025201,544,nan,0
"张旭",-0.02227447436306246,-0.2741,0.2787659428655206,-0.07990385817613267,37.502215303480625,68.64366383552552,1248,"20121123-20180116",1500370977.02,2359166308.11,0.12210730252970528,529,-0.1285025132730405,719,-0.059374341842823475,1087,0.22820723961519998,161
"张晓东",-0.049825579582178155,-0.5594,0.5156263054110536,-0.09663118242669477,45.921903502941134,79.44390816688538,2075,"20060614-20141222",3245320958.5199995,9602439444.2,-0.27198310907693657,1139,0.22051355086069585,936,-0.29063096536521793,1171,0.2621026358513835,904
"张晖",-0.09608235815155937,-0.3937,0.23700921054525367,-0.4053950389966543,49.16584134101868,nan,400,"20040615-20071219",5201437260.75,24343168989.9,-1.031846238312044,152,0.47745034259196395,248,-0.09608235815155937,400,nan,0
"张杨",0.011644677944485768,-0.2408,0.30252944001895565,0.03849105708110968,43.31500442100294,67.62572245886831,886,"20140529-20180116",740773678.4333334,1585677853.93,0.06802250528565466,215,-0.006419752574666787,671,-0.023955542322968388,730,0.17823545227295692,156
