"基金经理","年化Alpha","最大回撤","波动率","夏普Sharp","重仓股集中度","重行业集中度","总交易日","任职时间","规模中间值","规模最大值","成长Alpha","成长天数","价值Alpha","价值天数","牛市Alpha","牛市天数","熊市Alpha","熊市天数"
"梁浩",-0.09207542438743412,-0.3138,0.2173506703780589,-0.42362613479534467,46.06194385886192,72.50566586852074,714,"20140307-20170729",769185802.98,1905492540.87,0.006364615706066706,271,-0.1522949523001624,443,-0.13564400244621183,578,0.09309103236237098,136
"梁辉",-0.13121398270335322,-0.3325,0.28390465463261083,-0.46217622910463285,44.32557467619578,79.40202617645264,463,"20080805-20150403",1698720209.44,3045127067.35,-0.2997008516606699,368,nan,95,-0.20553972434881335,376,nan,87
"梅韬",-0.08639492066408122,-0.2298,0.16639558748437644,-0.519214012644375,48.62415140015738,67.2615566934858,580,"20150825-20180110",2041144405.81,3296779027.04,nan,0,-0.08639492066408122,580,-0.09267551732318478,476,nan,104
"欧阳沁春",-0.01417296836504836,-0.5014,0.4573225970615271,-0.03099118315192626,47.047392630577086,82.13252687454224,824,"20140826-20180110",6422923785.97,10835414074.28,0.8494631017608995,153,-0.21109743741016032,671,0.03811183550446455,668,-0.23805917980629648,156
"段炼炼",-0.22045275878866943,-0.3703,0.18370003075751398,-1.2000692535521098,45.08113141854604,68.05738043785095,361,"20140916-20160312",496718799.19,825699630.44,3.376931313594068e-05,139,-0.35850513449205196,222,-0.28876098514920134,205,-0.13068874337899652,156
"段鹏程",0.010538778665287157,-0.2271,0.16315898930276987,0.06459208107578199,62.15396680831909,86.06621055603027,516,"20151202-20180110",335329830.36,580097660.1,nan,0,0.010538778665287157,516,-0.00813988441097856,476,nan,40
"毕天宇",-0.04149371431358804,-0.3421,0.3364028469171518,-0.12334531260315695,46.98068739067424,80.65447843074799,871,"20140620-20180110",1543166628.03,3058060321.0,0.16087475785769867,200,-0.1018121858996646,671,-0.08113646086807874,715,0.1402022073944937,156
"江科宏",0.011270674970445201,-0.2718,0.2325969420496154,0.04845581748035641,40.587912023067474,69.25938601493836,834,"20140812-20180110",72101445.62,837241873.43,-0.0020464979969329095,163,0.014505696123474457,671,0.006649703202655188,678,0.031354129191994005,156
"汪鸣",0.061873089356082496,-0.2467,0.3025025921055396,0.2045373856978247,53.86533207159776,73.14496927994948,965,"20140128-20180110",3263668922.61,4937756110.87,0.354051367755054,294,-0.0661454111644806,671,0.01250407322089397,809,0.3178957435443355,156
"沙炜",0.11141365155039362,-0.1661,0.28600359448003954,0.3895533262543289,44.34948577199663,76.51462629863194,646,"20150522-20180110",1588697858.7,2523033040.01,nan,20,0.13061631827908687,626,0.02787171700978328,490,0.3738210100433365,156
"洪流",0.16392319497567992,-0.0964,0.22887115114269366,0.716224802283968,35.453269263108574,61.382244070370994,541,"20151028-20180110",545529142.08,1026352735.13,nan,0,0.16392319497567992,541,0.11415096501491129,476,nan,65
"温震宇",nan,-0.3973,0.12215234572671828,nan,nan,nan,99,"20061201-20070430",10419070915.85,10419070915.85,nan,78,nan,21,nan,99,nan,0
"潘明",-0.056509437554688645,-0.28,0.22704812122456466,-0.2488874924395314,51.136832332611085,87.59584017594655,478,"20160126-20180110",53769715.95,260782139.93,nan,0,-0.056509437554688645,478,-0.06100578141396268,476,nan,2
"潘明曦",0.22913654408867207,-0.0536,0.0810129737597045,2.828393199937608,42.44055891036987,80.34528422355652,133,"20170629-20180110",1739726682.45,1744963389.66,nan,0,0.22913654408867207,133,0.22913654408867207,133,nan,0
"潘龙玲",-0.1948450752037312,-0.1095,0.06729279391310906,-2.8954820252421434,nan,nan,120,"20170718-20180110",193120349.43,230165150.77,nan,0,-0.1948450752037312,120,-0.1948450752037312,120,nan,0
"王东杰",0.17569121102566243,-0.1323,0.23167259300075294,0.7583599283368466,31.96498921939305,60.76993727684021,599,"20150729-20180110",139115514.38,380250360.39,nan,0,0.17569121102566243,599,0.1375479641642906,476,0.32330247530219136,123
"王伟",0.02427479832246719,-0.2834,0.32446238921481035,0.07481544588638302,31.022076508828572,57.54300969839096,626,"20150619-20180110",2991403505.56,6374911023.92,nan,0,0.02427479832246719,626,-0.046042267250573296,476,0.24741428640758217,150
"王俊",0.12513861428824,-0.133,0.18604885244821878,0.6726115890613658,30.526483952999115,67.28425443172455,260,"20150520-20160608",2204595568.835,3218168319.04,nan,22,0.17231893773854667,238,nan,104,0.3226173799235522,156
"王健",nan,-0.108,0.08804120710228484,nan,nan,nan,46,"20150325-20150530",3170811643.19,3218883282.26,nan,46,nan,0,nan,46,nan,0
"王凯",-0.019353908105368064,-0.0917,0.12317174402392361,-0.15712944765650927,57.47337794303894,82.65379881858826,326,"20160907-20180110",626525090.52,906977684.17,nan,0,-0.019353908105368064,326,-0.019353908105368064,326,nan,0
"王创练",0.021041188919799884,-0.2468,0.17982209259150547,0.11701114482967505,33.625958904623985,65.57230883836746,683,"20150330-20180110",957219846.99,1517201778.94,nan,57,0.05978769311262955,626,-0.031753946891777025,527,0.1993939874627553,156
"王君正",0.0052776635908517965,-0.3151,0.1423294330845151,0.037080619773971306,36.66016780888592,63.93277293664438,722,"20150127-20180110",1681592389.2733333,3946525562.2300005,nan,96,0.07383549772567467,626,-0.013689160468777599,566,0.0740931919097639,156
"王品",-0.02185062549750165,-0.3749,0.2431457175190227,-0.08986638021207241,36.3129372105879,73.68317089762006,1511,"20090624-20180110",1353327351.23,3006354923.32,-0.08619630262353975,838,0.05827073769955603,673,-0.11569995399645487,801,0.08402727890765532,710
"王大鹏",-0.11139579990734456,-0.104,0.04463478234060155,-2.4957173322208535,45.245046615600586,62.92933130264282,133,"20170629-20180110",861245911.4300001,1022316597.83,nan,0,-0.11139579990734456,133,-0.11139579990734456,133,nan,0
"王学兵",-0.014679777160695417,-0.1473,0.13383450233019673,-0.10968604436901812,52.09294576644898,86.6407328248024,554,"20120416-20140726",77775126.3,335507737.19,-0.008820952147705587,355,-0.025131449922561666,199,-0.03476257810598594,398,0.03655711243049445,156
"王宗合",0.0979536758827757,-0.207,0.3254583531297344,0.3009714605288663,44.101752837498985,71.99243670039706,760,"20141202-20180110",311646737.57,580731137.64,nan,112,0.09375111505777217,648,0.14913073134728727,604,-0.10019338501828223,156
"王宠",-0.022939734861186264,-0.3416,0.27733396644550234,-0.08271520129754481,42.906973640124,68.16851663589478,543,"20150818-20171109",93949548.71,504426531.69,nan,0,-0.022939734861186264,543,-0.051483226838653695,434,nan,109
"王平",-0.06664368966049934,-0.1731,0.13407267259547226,-0.49707138949619145,9.508457221090794,71.1694498360157,448,"20160315-20180110",186426898.815,252439919.73,nan,0,-0.06664368966049934,448,-0.06664368966049934,448,nan,0
"王忠波",0.023769729581889023,-0.1891,0.28599894213361543,0.08311125000869436,31.11201974749565,70.92263212800026,572,"20140903-20170107",1856861403.4250002,4955045668.115,0.08025217429980216,147,0.004233448702987423,425,-0.09591851427441322,416,0.34293837986536213,156
"王文祥",0.10297038169482312,-0.2196,0.22056903089148325,0.4668397067287431,43.17593603134155,74.65679655075073,254,"20141226-20160111",1353443168.22,3201651858.65,nan,112,0.021058539415417427,142,nan,110,-0.008344136725800151,144
"王晓宁",-0.054967425332746164,-0.365,0.23862824651590958,-0.23034752228748173,49.539319491386415,70.44073567390441,805,"20140923-20180110",22166093.74,305504961.54,-0.12577814647715188,134,-0.04082638713103165,671,-0.04307225108266884,649,-0.10445440025774673,156
"王晓明",-0.026074391889860788,-0.2307,0.162094643064481,-0.1608590598486863,nan,nan,312,"20060920-20080103",3694425074.21,8449286492.75,-0.5265917518079589,140,0.3813234592062655,172,-0.026074391889860788,312,nan,0
"王晓李",0.18760600363391064,-0.0701,0.128307208490788,1.4621626161197334,52.53658616542816,75.75105357170105,255,"20150901-20160914",3694583104.89,4369989971.15,nan,0,0.18760600363391064,255,0.01320073430981152,156,nan,99
"王本昌",0.14331870360313786,-0.0362,0.04998384771192035,2.867300341285224,24.567153215408325,74.29148721694946,197,"20170324-20180110",69328247.79,201030406.44,nan,0,0.14331870360313786,197,0.14331870360313786,197,nan,0
"王林",nan,-0.0679,0.035978584819458315,nan,nan,nan,28,"20170809-20170915",58236848.91,58236848.91,nan,0,nan,28,nan,28,nan,0
"王汉博",0.008625192148446524,-0.235,0.21437532992846625,0.04023407054965055,41.793775987625125,67.24294271469117,362,"20140917-20160315",653414469.27,972269665.06,0.18195494245703828,138,-0.09815831473809664,224,-0.14667222745592617,206,0.21369742572857955,156
"王海华",0.002513512578060831,-0.3078,0.2865485929590835,0.008771680056442424,48.30303353733487,78.56736453374226,770,"20141118-20180110",764952940.5,2383743484.01,nan,112,-0.0913058993585468,658,0.039016712114984226,614,-0.141159336881368,156
"王烁杰",-0.08175798846952025,-0.3553,0.2939722664589249,-0.2781146312009124,56.39357656240463,76.10410480201244,594,"20141211-20170519",6141851183.88,13159624022.125,nan,112,-0.23408442885035732,482,-0.07648514776958625,438,-0.096562502742412,156
"王筱苓",0.12514076000469102,-0.2347,0.29212514660411254,0.428380649387509,32.2551688849926,54.81814459959666,593,"20150806-20180110",296121751.27,1234097937.595,nan,0,0.12514076000469102,593,0.06531469545464662,476,nan,117
"王翔",nan,-0.0279,0.043662347766612195,nan,nan,nan,68,"20170928-20180110",33982318.87,33982318.87,nan,0,nan,68,nan,68,nan,0
"王航",-0.032914316828218416,-0.2214,0.1755496208888568,-0.18749295305546107,49.23926942689078,70.0817358493805,428,"20140915-20160617",709884213.08,4403457814.84,-0.14981469356378185,140,0.023912255196013983,288,-0.04977994027459359,272,-0.003507588767871812,156
"王超",-0.06515551992554806,-0.1086,0.07281201583891585,-0.8948457088414298,33.82694935798645,91.56356000900269,161,"20170518-20180110",55070720.39,75724556.99,nan,0,-0.06515551992554806,161,-0.06515551992554806,161,nan,0
"王鹏",nan,-0.018,0.01200448548941306,nan,nan,nan,15,"20171219-20180110",101895555.87,101895555.87,nan,0,nan,15,nan,15,nan,0
"田俊维",nan,-0.1014,0.07176755074161832,nan,nan,nan,104,"20170809-20180110",49262401.54,58236848.91,nan,0,nan,104,nan,104,nan,0
"田大伟",-0.01919496550246233,-0.1946,0.13149557926226582,-0.14597422673942734,12.281970237310116,66.63635793099037,950,"20140225-20180110",3387974366.35,9072864632.94,0.012224639558592184,279,-0.032259153001768286,671,-0.07191888755012026,794,0.2491562787657452,156
"申坤",0.2367761515725376,-0.0895,0.13345669991506065,1.7741795782694705,50.739780962467194,82.07908821199089,419,"20160426-20180110",567509877.8,2920973115.95,nan,0,0.2367761515725376,419,0.2367761515725376,419,nan,0
"申庆",-0.0035355250567107033,-0.0939,0.08400795549130616,-0.042085598155957846,54.11422371864319,75.62475037574768,266,"20151231-20170207",3246813329.17,4244452643.5,nan,0,-0.0035355250567107033,266,-0.0062351734074274695,247,nan,19
"盖婷婷",0.1510221457388003,-0.1715,0.23415343221632592,0.6449708821661703,40.58270725182125,59.056209666388376,619,"20150701-20180110",46077560.09,1101735858.13,nan,0,0.1510221457388003,619,0.11852661236561268,476,0.25918909598801243,143
"盛松",-0.14188463739183957,-0.1646,0.05150518059905127,-2.7547643895544964,8.907288253307343,62.48302602767944,241,"20170116-20180110",2924189537.12,3387974366.35,nan,0,-0.14188463739183957,241,-0.14188463739183957,241,nan,0
"盛震山",0.1028515532770488,-0.0918,0.15362960791614358,0.6694774182668537,53.93265421049936,62.45884806769235,558,"20150926-20180110",1848780611.54,3180441329.6,nan,0,0.1028515532770488,558,0.15136238386039752,476,nan,82
"祝昱丰",nan,-0.0351,0.038872050429139,nan,nan,nan,58,"20171019-20180110",40235916.25,40235916.25,nan,0,nan,58,nan,58,nan,0
"程世杰",-0.014679777160695417,-0.1473,0.13383450233019673,-0.10968604436901812,52.09294576644898,86.6407328248024,554,"20120416-20140726",77775126.3,335507737.19,-0.008820952147705587,355,-0.025131449922561666,199,-0.03476257810598594,398,0.03655711243049445,156
"程彧",0.1511545832721486,-0.0503,0.10660915392729864,1.4178386911805658,36.51529681682587,26.322867453098297,287,"20161110-20180110",914774474.29,1260396348.98,nan,0,0.1511545832721486,287,0.1511545832721486,287,nan,0
"程志田",-0.02377299872081647,-0.2137,0.13942857451683666,-0.1705030608194719,3.748211932182312,65.77871875762939,480,"20160122-20180110",1618328194.95,1902790352.76,nan,0,-0.02377299872081647,480,-0.058463959625128195,476,nan,4
"程洲",0.02057221608330019,-0.0793,0.06403172727826638,0.32128160456922117,nan,nan,143,"20170615-20180110",184345083.18,204988914.6,nan,0,0.02057221608330019,143,0.02057221608330019,143,nan,0
"童立",nan,-0.0407,0.013472093452067216,nan,nan,nan,9,"20171227-20180110",226329648.55,227390322.41,nan,0,nan,9,nan,9,nan,0
"缪东航",0.009451909565593664,-0.0445,0.05434974016186984,0.17390901110921672,44.91539144515991,73.02208614349365,156,"20170525-20180110",54914540.78,55382633.05,nan,0,0.009451909565593664,156,0.009451909565593664,156,nan,0
"罗建辉",0.14147996986888073,-0.1222,0.19384321588285622,0.7298680494156692,24.504040241241455,nan,648,"20101220-20130821",724588614.73,1194237028.28,0.5214521075520376,130,0.046120166975424315,518,0.32140261706819373,173,0.07595024783628888,475
"翁启森",-0.061604048357105444,-0.3841,0.26280789175002495,-0.23440714792423883,28.888955995440483,71.4953522880872,916,"20140415-20180110",922459447.465,2799883859.7349997,-0.10458652231448538,245,-0.04591000048891146,671,-0.0872280859807567,760,0.06323100673247652,156
"翟云飞",-0.13961108598994618,-0.1915,0.0611999250710467,-2.281229688236911,8.907288253307343,62.48302602767944,266,"20161209-20180110",3135584990.66,3387974366.35,nan,0,-0.13961108598994618,266,-0.13961108598994618,266,nan,0
"聂毅翔",nan,-0.0353,0.06785370863402879,nan,nan,nan,108,"20170803-20180110",36039705.78,114145328.13,nan,0,nan,108,nan,108,nan,0
"肖勇",0.23216117028452246,-0.0327,0.07638215165000109,3.039468845396412,33.65083235502243,80.05745166540146,254,"20150724-20160805",214852138.73,329116429.74,nan,0,0.23216117028452246,254,0.2583615790842233,128,0.20554488198006476,126
"肖觅",0.08000149425506975,-0.0515,0.07899392047543309,1.0127550800564458,34.68184673786163,64.79829978942871,252,"20161229-20180110",201830771.87,239517676.16,nan,0,0.08000149425506975,252,0.08000149425506975,252,nan,0
"胡东健",0.09843939107941324,-0.0853,0.13129363099605906,0.7497651663115937,41.37558402121067,63.87548549473286,622,"20150626-20180110",64527841.510000005,255389736.44,nan,0,0.09843939107941324,622,0.05717797739498744,476,0.2329629041875406,146
"胡倩",nan,-0.0823,0.049169129755113124,nan,nan,nan,23,"20150204-20150313",879463096.2750001,893389701.42,nan,23,nan,0,nan,23,nan,0
"胡戈游",-0.016390569188522074,-0.2555,0.22613781021263057,-0.07248044532274596,34.84392276075151,66.45858134163751,726,"20150121-20180110",274137726.67,1848778971.73,nan,100,0.03440483933984996,626,-0.011133909952742145,570,-0.03559759331925638,156
"胡文彪",-0.015765177985721322,-0.1694,0.1871954967107845,-0.08421772031235555,42.40364295244217,70.01556805769603,663,"20150428-20180110",481305579.8733334,1932749412.53,nan,37,0.01584372933756313,626,-0.10789106223659893,507,0.2836439458296308,156
"苏天杉",0.12403526304141996,-0.0265,0.06505964874017137,1.9064852860915285,26.23027527332306,79.48561906814575,282,"20161117-20180110",170222498.67,294990145.89,nan,0,0.12403526304141996,282,0.12403526304141996,282,nan,0
"范妍",0.16392319497567992,-0.0964,0.22887115114269366,0.716224802283968,35.453269263108574,61.382244070370994,541,"20151028-20180110",545529142.08,1026352735.13,nan,0,0.16392319497567992,541,0.11415096501491129,476,nan,65
"茹奕菡",nan,-0.0629,0.06085021082867247,nan,nan,nan,58,"20170517-20170808",267728819.13,268261624.64,nan,0,nan,58,nan,58,nan,0
"莫海波",0.13168747491914193,-0.1083,0.11700418577401882,1.125493708177948,44.49382519721985,49.39105749130249,218,"20170223-20180110",825267232.11,971189051.31,nan,0,0.13168747491914193,218,0.13168747491914193,218,nan,0
"萧楠",0.06872589388657316,-0.3693,0.29442146177395245,0.2334269162053775,55.45743951201439,82.73577214082083,1283,"20120928-20180110",2097047212.71,13308301779.75,-0.04500084707046017,529,0.14851561002221064,754,0.038511672631212863,1087,0.2362914985017602,196
"董伟炜",0.1373130852802253,-0.0972,0.12349176327207233,1.1119210030040818,24.955876782536507,60.94501984119415,648,"20150520-20180110",1735976778.23,3218883282.26,nan,22,0.13070627105713323,626,0.1640839241955077,492,0.05288197793202724,156
"董承非",0.05046535558000389,-0.3092,0.3917492759330351,0.12882054589586617,43.67583891868591,64.3000427722931,2165,"20070206-20151231",6441643403.44,8507120673.98,-0.08378418818718737,1169,0.20803334419832312,996,-0.08489932488628016,1123,0.19635262637044204,1042
"蒋朋宸",-0.03443384508521327,-0.1509,0.10904269754217183,-0.3157831368936569,29.862324833869934,57.46210527420044,234,"20140703-20150616",1236785076.04,2830989920.41,0.017366460625379287,189,nan,45,-0.047036904108735844,230,nan,4
"蒋秋洁",0.13725499832810542,-0.1689,0.18869709074870625,0.7273826945794949,32.437933039665225,70.36515004634857,748,"20141218-20180110",407030080.97,687930971.74,nan,112,0.1322925887200008,636,0.12968451711120949,592,0.1659840039717098,156
"蒋鑫",nan,-0.033,0.020866622765058556,nan,nan,nan,12,"20171222-20180110",689292118.27,690690000.8,nan,0,nan,12,nan,12,nan,0
"蒯学章",0.13124167074398144,-0.086,0.08035628642844318,1.6332470871566644,55.70012629032135,76.87698459625244,192,"20170331-20180110",289678345.93,306379910.57,nan,0,0.13124167074398144,192,0.13124167074398144,192,nan,0
"蓝雁书",0.11175089724920158,-0.1333,0.15711743920015042,0.7112571196303878,48.16844713687897,66.73378952344258,538,"20151102-20180110",33434960.98,482555358.18,nan,0,0.11175089724920158,538,0.12464058407597202,476,nan,62
"蔡海洪",-0.10545226154317358,-0.2793,0.14205789291239657,-0.7423189192887949,51.87782824039459,83.3018448750178,414,"20130427-20150110",2318520298.31,2637880472.76,-0.02208881842925306,369,nan,45,-0.10545226154317358,414,nan,0
"蔡滨",0.018778389566320736,-0.1373,0.10221283089726305,0.18371851558632024,50.7741273244222,65.82582871119182,389,"20160608-20180110",82411436.02,216121189.09,nan,0,0.018778389566320736,389,0.018778389566320736,389,nan,0
"蔡立辉",0.048697060900211434,-0.1285,0.13593424605782733,0.35823982780244634,35.93713927268982,nan,291,"20091211-20110226",1607170455.9,2275778171.18,0.035439597258611365,212,nan,79,nan,12,0.021869103862749272,279
"薄官辉",0.11969449405313042,-0.2008,0.3138502063784608,0.3813745908734407,36.4532276391983,62.48372586071491,662,"20150429-20180110",1564873828.14,3339796191.33,nan,36,0.0936483907099759,626,0.07837412382332457,506,0.25372082313185956,156
"薛玲",nan,-0.0475,0.0541136834641657,nan,nan,nan,79,"20170913-20180110",244035441.82,244035441.82,nan,0,nan,79,nan,79,nan,0
"袁宏隆",-0.023541662556461812,-0.305,0.22435597119782963,-0.1049299576506638,36.741061210632324,nan,935,"20070626-20110426",13008396682.51,28509079236.44,-0.15753224148091655,570,0.1857038990515909,365,-0.07018008748388954,422,0.014823669450116202,513
"袁斌",0.2250164528699278,-0.035,0.09964380730665451,2.258208100955417,45.228434681892395,74.64194758733113,419,"20151015-20170701",581876743.93,1657633262.21,nan,0,0.2250164528699278,419,0.14665902951615528,345,nan,74
"袁玮",0.11273514838134363,-0.1333,0.11264812752328292,1.0007725015938922,46.79192900657654,63.51763725280762,430,"20160411-20180110",31891361.37,482555358.18,nan,0,0.11273514838134363,430,0.11273514838134363,430,nan,0
"袁航",0.04850838657850453,-0.2114,0.23746441819425512,0.20427644253979468,48.11625146865845,79.43414910634358,780,"20141104-20180110",386918991.97,1493154023.81,nan,112,0.025322382687606133,668,0.014984611911310005,624,0.18260348524728262,156
"袁芳",0.21047251184156987,-0.0999,0.2055751648954354,1.0238226584841874,34.195561456680295,64.56132640838624,496,"20151230-20180110",266486934.13,430307505.4,nan,0,0.21047251184156987,496,0.08170044562091085,476,nan,20
"詹成",-0.0028555592847955133,-0.0668,0.0758590148639975,-0.03764297875361356,nan,nan,127,"20170707-20180110",506230706.09,685670630.36,nan,0,-0.0028555592847955133,127,-0.0028555592847955133,127,nan,0
"许一尊",0.022048618887940498,-0.1292,0.08049619619346782,0.27390882961659396,9.80207747220993,69.17465702692668,522,"20151124-20180110",1637875359.41,1759076604.95,nan,0,0.022048618887940498,522,0.007838086116049666,476,nan,46
"许俊哲",-0.039315800700439225,-0.2868,0.27369764282972164,-0.14364683704966788,37.308851540088654,79.42000135779381,673,"20150414-20180110",1840870066.87,5418692990.52,nan,47,-0.010698583125458433,626,-0.053241541728477414,517,0.006835533347610444,156
"许定晴",nan,-0.0425,0.050496506624138654,nan,nan,nan,44,"20171108-20180110",61105593.45,146149864.63,nan,0,nan,44,nan,44,nan,0
"许杰",-0.005977441900731533,-0.3877,0.24523723008917783,-0.024374120921843316,40.70764859984903,73.01728720664978,1215,"20100208-20180110",201616802.92000002,3045127067.35,-0.18221056261350072,315,0.055704150348737554,900,-0.044193797582945456,658,0.03916862998238642,557
"谢书英",-0.0901046021411183,-0.2151,0.17687131051734006,-0.5094359389183395,44.16282730102539,51.66120119094849,477,"20160127-20180110",56142683.03,245577986.82,nan,0,-0.0901046021411183,477,-0.09029389752376771,476,nan,1
"谢天翎",0.0428535601988844,-0.1958,0.23743370429320662,0.1804864238902013,29.96500653028488,46.510556280612946,292,"20150415-20160622",5929529094.31,12118579081.74,nan,46,0.18008010545713876,246,-0.2227164035436054,136,0.27437609269233704,156
"谢屹",0.017595625305609736,-0.1125,0.17737274694120167,0.09920140274673996,11.244794809818268,75.52734155654908,510,"20151210-20180110",108389383.56,280366066.97,nan,0,0.017595625305609736,510,-0.018215967672943097,476,nan,34
"谢泽林",nan,-0.0139,0.033922818922117744,nan,nan,nan,60,"20171017-20180110",2064948141.96,2064948141.96,nan,0,nan,60,nan,60,nan,0
"谭丽",0.3516946303892078,-0.0605,0.10693053095826467,3.2890010667437473,63.849509477615356,84.34476804733276,187,"20170411-20180110",1959454020.63,4355840424.965,nan,0,0.3516946303892078,187,0.3516946303892078,187,nan,0
"谭冬寒",0.003383723004105721,-0.1002,0.0990890650762983,0.03414829882086649,57.6724169254303,84.60075902938843,329,"20160902-20180110",3852883461.99,4238053581.96,nan,0,0.003383723004105721,329,0.003383723004105721,329,nan,0
"谭志强",0.03814870669402321,-0.2125,0.2577672688619435,0.14799670595282258,45.22092489401499,66.23556407292683,592,"20150807-20180110",922571818.19,1927625243.9,nan,0,0.03814870669402321,592,-0.023001246385016785,476,nan,116
"贾成东",0.20043071092759984,-0.069,0.11598810477044072,1.728028157062181,52.16930639743805,84.64864087104797,250,"20161231-20180110",446555549.09,533419449.02,nan,0,0.20043071092759984,250,0.20043071092759984,250,nan,0
"贾殿村",0.09596267085308195,-0.1796,0.1945873455928972,0.49315987409504375,44.43434472878774,68.07890804608662,329,"20141227-20160505",72101445.62,829081586.96,nan,112,0.08604056490375307,217,0.15422239628157774,173,0.031354129191994005,156
"赵伟",-0.060057942403639174,-0.065,0.07370636957117724,-0.8148270326303623,64.87695026397705,nan,140,"20170620-20180110",1411212150.89,1556785412.06,nan,0,-0.060057942403639174,140,-0.060057942403639174,140,nan,0
"赵大年",-0.062292268175695956,-0.1946,0.07306058290554694,-0.8526111577323122,7.637696638703346,64.30006003379822,419,"20160426-20180110",3272970431.96,3387974366.35,nan,0,-0.062292268175695956,419,-0.062292268175695956,419,nan,0
"赵宇",0.07015420138559658,-0.0298,0.03639867432163838,1.9273834196728183,19.29148421684901,64.5495228767395,255,"20160727-20170811",550171653.58,660549451.48,nan,0,0.07015420138559658,255,0.07015420138559658,255,nan,0
"赵宏宇",-0.10236537109170372,-0.2028,0.15632218762477723,-0.6548358403057475,28.988965392112732,78.6111847559611,312,"20160203-20170518",162219480.66,332476665.65,nan,0,-0.10236537109170372,312,-0.10236537109170372,312,nan,0
"赵强",0.10308674219709743,-0.0704,0.05516844210647686,1.8685817155782054,27.696829557418823,74.75684690475464,162,"20170517-20180110",1023829726.08,1073133300.67,nan,0,0.10308674219709743,162,0.10308674219709743,162,nan,0
"赵晓东",0.08540058586794544,-0.265,0.28852432959497365,0.29599093424055284,47.94861217548973,78.97943075497945,1737,"20101123-20180110",1441889083.35,3166995501.84,-0.01643786338319559,529,0.12999705909133402,1208,0.012379389182614754,1087,0.20751449478633663,650
"赵菲",-0.07039671705889548,-0.1097,0.07420851496626096,-0.9486339551586699,nan,nan,162,"20170517-20180110",121160722.58,122412543.14,nan,0,-0.07039671705889548,162,-0.07039671705889548,162,nan,0
"赵蓓",-0.023170528028804014,-0.2139,0.24103488323610647,-0.09612935570868077,57.24292404563338,75.8308707828875,770,"20141118-20180110",1652733177.216667,4920385190.795,nan,112,-0.08415118771402855,658,0.007548247485853669,614,-0.1440764778108541,156
"赵雪芹",nan,-0.0443,0.021245435204670055,nan,nan,nan,12,"20171222-20180110",310325301.07,310492251.25,nan,0,nan,12,nan,12,nan,0
"赵鹏程",0.10212507431798523,-0.097,0.15604348543220578,0.6544654782294914,48.98889640967051,nan,356,"20160727-20180110",1223819751.2,1669479538.0,nan,0,0.10212507431798523,356,0.10212507431798523,356,nan,0
"赵鹏飞",0.2725290133665226,-0.0516,0.10699831525826632,2.5470402287055443,58.81104576634243,58.848157269181684,201,"20170320-20180110",831942149.33,2024328997.17,nan,0,0.2725290133665226,201,0.2725290133665226,201,nan,0
"邓时锋",0.08300565463880889,-0.2097,0.18070562029414158,0.4593418539152095,40.375527580579124,68.37085024515788,575,"20150901-20180110",139928807.19,279834330.58,nan,0,0.08300565463880889,575,0.16573381556815672,476,nan,99
"邬炜",0.06744790644717547,-0.2248,0.2924052116266716,0.23066588338818525,36.712894241015114,72.62882335980733,593,"20150806-20180110",121564414.18,239365803.11,nan,0,0.06744790644717547,593,0.0483153586734676,476,nan,117
"邱杰",0.07118886015131656,-0.3225,0.30309835604544183,0.23487049247025152,23.66626642478837,60.745836562580536,732,"20150113-20180110",1105510167.77,1807173747.84,nan,106,0.19309744027324735,626,-0.07597515840774302,576,0.6145636979078437,156
"邱璟旻",nan,-0.0715,0.09177517958134493,nan,nan,nan,103,"20170810-20180110",488908498.27,489357921.71,nan,0,nan,103,nan,103,nan,0
"邵卓",0.10763916752408711,-0.1587,0.2667357496996228,0.40354233598346684,36.88690122961998,65.26740169525146,687,"20150324-20180110",814556098.04,3422248339.42,nan,61,0.14253820641654882,626,0.0050023766729158795,531,0.45699901330595855,156
"邵骥咏",0.05077314515270578,-0.1631,0.18935774423665852,0.2681334495052376,39.57211620807648,nan,534,"20100608-20120818",565542331.24,707852912.42,nan,93,0.10441279854260722,441,nan,0,0.05077314515270578,534
"郑川江",0.056061107751047126,-0.135,0.16349202783989433,0.34289811247522756,38.22173251211643,68.06023812294006,636,"20150605-20180110",519501889.93,811851217.88,nan,10,0.06115580356878907,626,0.041734914963009094,480,0.10014170094501046,156
"郑泽鸿",0.053237898881892516,-0.1264,0.1492138798975441,0.3567891868936568,nan,nan,149,"20170607-20180110",1483098357.35,1484782286.04,nan,0,0.053237898881892516,149,0.053237898881892516,149,nan,0
"郑煜",-0.0850086835737602,-0.1459,0.0916158286358257,-0.9278820574954465,28.175604939460754,75.55537188053131,326,"20160907-20180110",874549527.38,1328171545.32,nan,0,-0.0850086835737602,326,-0.0850086835737602,326,nan,0
"郑磊",0.08859411956359148,-0.165,0.20780969224549126,0.42632332787891736,42.769184827804565,80.45109394937754,591,"20150609-20171108",65831420.78,71407043.4,nan,8,0.07697562390056187,583,0.05124261493291965,435,0.19274735362988818,156
"郝康",0.19313456228364193,-0.0548,0.12538892386612782,1.5402840723782198,52.702409744262695,nan,251,"20161230-20180110",1750565494.46,2255428215.85,nan,0,0.19313456228364193,251,0.19313456228364193,251,nan,0
